"REF_DATE","GEO","DGUID","Initial entry status","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Yukon","2016A000260","Open custody","Number","223","units","0","v32445516","14.6","0","","","","0"
"2016/2017","Yukon","2016A000260","Total community sentences","Number","223","units","0","v32445518","14.9","10","","","","0"
"2016/2017","Yukon","2016A000260","Intensive support and supervision","Number","223","units","0","v43735731","14.10","0","","","","0"
"2016/2017","Yukon","2016A000260","Deferred custody and supervision","Number","223","units","0","v43735732","14.11","2","","","","0"
"2016/2017","Yukon","2016A000260","Supervised probation","Number","223","units","0","v32445519","14.12","3","","","","0"
"2016/2017","Yukon","2016A000260","Other community sentences","Number","223","units","0","v32445520","14.13","5","","","","0"
"2016/2017","Northwest Territories","2016A000261","Total correctional services","Number","223","units","0","v32445524","16.1","21","","","","0"
"2016/2017","Northwest Territories","2016A000261","Pre-trial detention","Number","223","units","0","v32445525","16.2","8","","","","0"
"2016/2017","Northwest Territories","2016A000261","Secure custody","Number","223","units","0","v32445526","16.3","1","","","","0"
"2016/2017","Northwest Territories","2016A000261","Open custody","Number","223","units","0","v32445528","16.6","0","","","","0"
"2016/2017","Northwest Territories","2016A000261","Total community sentences","Number","223","units","0","v32445530","16.9","12","","","","0"
"2016/2017","Northwest Territories","2016A000261","Intensive support and supervision","Number","223","units","0","v41443611","16.10","0","","","","0"
"2016/2017","Northwest Territories","2016A000261","Deferred custody and supervision","Number","223","units","0","v32445531","16.11","0","","","","0"
"2016/2017","Northwest Territories","2016A000261","Supervised probation","Number","223","units","0","v43735733","16.12","12","","","","0"
"2016/2017","Northwest Territories","2016A000261","Other community sentences","Number","223","units","0","v41443612","16.13","","..","","","0"
"2016/2017","Nunavut","2016A000262","Total correctional services","Number","223","units","0","v32445532","17.1","61","","","","0"
"2016/2017","Nunavut","2016A000262","Pre-trial detention","Number","223","units","0","v32445533","17.2","24","","","","0"
"2016/2017","Nunavut","2016A000262","Secure custody","Number","223","units","0","v32445534","17.3","0","","","","0"
"2016/2017","Nunavut","2016A000262","Open custody","Number","223","units","0","v32445536","17.6","0","","","","0"
"2016/2017","Nunavut","2016A000262","Total community sentences","Number","223","units","0","v43735736","17.9","37","","","","0"
"2016/2017","Nunavut","2016A000262","Intensive support and supervision","Number","223","units","0","v43735737","17.10","","..","","","0"
"2016/2017","Nunavut","2016A000262","Deferred custody and supervision","Number","223","units","0","v43735738","17.11","","..","","","0"
"2016/2017","Nunavut","2016A000262","Supervised probation","Number","223","units","0","v43735739","17.12","35","","","","0"
"2016/2017","Nunavut","2016A000262","Other community sentences","Number","223","units","0","v43735740","17.13","2","","","","0"
"2017/2018","Provinces and territories","2016A000011124","Total correctional services","Number","223","units","0","v32445374","1.1","5902","","","","0"
"2017/2018","Provinces and territories","2016A000011124","Pre-trial detention","Number","223","units","0","v32445375","1.2","1697","","","","0"
"2017/2018","Provinces and territories","2016A000011124","Secure custody","Number","223","units","0","v32445376","1.3","41","","","","0"
"2017/2018","Provinces and territories","2016A000011124","Open custody","Number","223","units","0","v32445379","1.6","38","","","","0"
"2017/2018","Provinces and territories","2016A000011124","Total community sentences","Number","223","units","0","v32445382","1.9","4126","","","","0"
"2017/2018","Provinces and territories","2016A000011124","Intensive support and supervision","Number","223","units","0","v32445383","1.10","27","","","","0"
"2017/2018","Provinces and territories","2016A000011124","Deferred custody and supervision","Number","223","units","0","v32445384","1.11","103","","","","0"
"2017/2018","Provinces and territories","2016A000011124","Supervised probation","Number","223","units","0","v32445385","1.12","2777","","","","0"
"2017/2018","Provinces and territories","2016A000011124","Other community sentences","Number","223","units","0","v32445386","1.13","1219","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Total correctional services","Number","223","units","0","v32445387","2.1","156","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Pre-trial detention","Number","223","units","0","v32860958","2.2","9","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Secure custody","Number","223","units","0","v32445388","2.3","2","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Open custody","Number","223","units","0","v32445391","2.6","2","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Total community sentences","Number","223","units","0","v32445394","2.9","143","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Intensive support and supervision","Number","223","units","0","v41443607","2.10","0","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Deferred custody and supervision","Number","223","units","0","v32445395","2.11","2","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Supervised probation","Number","223","units","0","v32445396","2.12","138","","","","0"
"2017/2018","Newfoundland and Labrador","2016A000210","Other community sentences","Number","223","units","0","v32445397","2.13","3","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Total correctional services","Number","223","units","0","v32445398","3.1","17","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Pre-trial detention","Number","223","units","0","v32860959","3.2","16","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Secure custody","Number","223","units","0","v32445399","3.3","1","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Open custody","Number","223","units","0","v32445400","3.6","0","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Total community sentences","Number","223","units","0","v32445401","3.9","0","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Intensive support and supervision","Number","223","units","0","v79960432","3.10","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Deferred custody and supervision","Number","223","units","0","v79960433","3.11","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Supervised probation","Number","223","units","0","v32445402","3.12","0","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Other community sentences","Number","223","units","0","v32445403","3.13","0","","","","0"
"2017/2018","Nova Scotia","2016A000212","Total correctional services","Number","223","units","0","v32445404","4.1","246","","","","0"
"2017/2018","Nova Scotia","2016A000212","Pre-trial detention","Number","223","units","0","v32445405","4.2","91","","","","0"
"2017/2018","Nova Scotia","2016A000212","Secure custody","Number","223","units","0","v32445406","4.3","10","","","","0"
"2017/2018","Nova Scotia","2016A000212","Open custody","Number","223","units","0","v32445409","4.6","0","","","","0"
"2017/2018","Nova Scotia","2016A000212","Total community sentences","Number","223","units","0","v32445412","4.9","145","","","","0"
"2017/2018","Nova Scotia","2016A000212","Intensive support and supervision","Number","223","units","0","v41551922","4.10","0","","","","0"
"2017/2018","Nova Scotia","2016A000212","Deferred custody and supervision","Number","223","units","0","v41443608","4.11","10","","","","0"
"2017/2018","Nova Scotia","2016A000212","Supervised probation","Number","223","units","0","v32445413","4.12","135","","","","0"
"2017/2018","Nova Scotia","2016A000212","Other community sentences","Number","223","units","0","v32445414","4.13","0","","","","0"
"2017/2018","New Brunswick","2016A000213","Total correctional services","Number","223","units","0","v32445415","5.1","229","","","","0"
"2017/2018","New Brunswick","2016A000213","Pre-trial detention","Number","223","units","0","v32445416","5.2","85","","","","0"
"2017/2018","New Brunswick","2016A000213","Secure custody","Number","223","units","0","v32445417","5.3","0","","","","0"
"2017/2018","New Brunswick","2016A000213","Open custody","Number","223","units","0","v32445420","5.6","0","","","","0"
"2017/2018","New Brunswick","2016A000213","Total community sentences","Number","223","units","0","v32445423","5.9","144","","","","0"
"2017/2018","New Brunswick","2016A000213","Intensive support and supervision","Number","223","units","0","v32445424","5.10","","..","","","0"
"2017/2018","New Brunswick","2016A000213","Deferred custody and supervision","Number","223","units","0","v32445425","5.11","12","","","","0"
"2017/2018","New Brunswick","2016A000213","Supervised probation","Number","223","units","0","v32445426","5.12","120","","","","0"
"2017/2018","New Brunswick","2016A000213","Other community sentences","Number","223","units","0","v32445427","5.13","12","","","","0"
"2017/2018","Quebec","2016A000224","Total correctional services","Number","223","units","0","v32445428","6.1","","..","","","0"
"2017/2018","Quebec","2016A000224","Pre-trial detention","Number","223","units","0","v32445429","6.2","","..","","","0"
"2017/2018","Quebec","2016A000224","Secure custody","Number","223","units","0","v32445430","6.3","","..","","","0"
"2017/2018","Quebec","2016A000224","Open custody","Number","223","units","0","v32445432","6.6","","..","","","0"
"2017/2018","Quebec","2016A000224","Total community sentences","Number","223","units","0","v32445434","6.9","","..","","","0"
"2017/2018","Quebec","2016A000224","Intensive support and supervision","Number","223","units","0","v32445435","6.10","","..","","","0"
"2017/2018","Quebec","2016A000224","Deferred custody and supervision","Number","223","units","0","v32445436","6.11","","..","","","0"
"2017/2018","Quebec","2016A000224","Supervised probation","Number","223","units","0","v32445437","6.12","","..","","","0"
"2017/2018","Quebec","2016A000224","Other community sentences","Number","223","units","0","v32445438","6.13","","..","","","0"
"2017/2018","Ontario","2016A000235","Total correctional services","Number","223","units","0","v32445439","7.1","2837","","","","0"
"2017/2018","Ontario","2016A000235","Pre-trial detention","Number","223","units","0","v32445440","7.2","1124","","","","0"
"2017/2018","Ontario","2016A000235","Secure custody","Number","223","units","0","v32445441","7.3","21","","","","0"
"2017/2018","Ontario","2016A000235","Open custody","Number","223","units","0","v32445444","7.6","20","","","","0"
"2017/2018","Ontario","2016A000235","Total community sentences","Number","223","units","0","v32445447","7.9","1672","","","","0"
"2017/2018","Ontario","2016A000235","Intensive support and supervision","Number","223","units","0","v32445448","7.10","2","","","","0"
"2017/2018","Ontario","2016A000235","Deferred custody and supervision","Number","223","units","0","v32445449","7.11","38","","","","0"
"2017/2018","Ontario","2016A000235","Supervised probation","Number","223","units","0","v32445450","7.12","1619","","","","0"
"2017/2018","Ontario","2016A000235","Other community sentences","Number","223","units","0","v32445451","7.13","13","","","","0"
"2017/2018","Manitoba","2016A000246","Total correctional services","Number","223","units","0","v32445476","10.1","","..","","","0"
"2017/2018","Manitoba","2016A000246","Pre-trial detention","Number","223","units","0","v32445477","10.2","","..","","","0"
"2017/2018","Manitoba","2016A000246","Secure custody","Number","223","units","0","v32445478","10.3","","..","","","0"
"2017/2018","Manitoba","2016A000246","Open custody","Number","223","units","0","v32445481","10.6","","..","","","0"
"2017/2018","Manitoba","2016A000246","Total community sentences","Number","223","units","0","v32445484","10.9","","..","","","0"
"2017/2018","Manitoba","2016A000246","Intensive support and supervision","Number","223","units","0","v32445485","10.10","","..","","","0"
"2017/2018","Manitoba","2016A000246","Deferred custody and supervision","Number","223","units","0","v32445486","10.11","","..","","","0"
"2017/2018","Manitoba","2016A000246","Supervised probation","Number","223","units","0","v32445487","10.12","","..","","","0"
"2017/2018","Manitoba","2016A000246","Other community sentences","Number","223","units","0","v32445488","10.13","","..","","","0"
"2017/2018","Saskatchewan","2016A000247","Total correctional services","Number","223","units","0","v32445489","11.1","1245","","","","0"
"2017/2018","Saskatchewan","2016A000247","Pre-trial detention","Number","223","units","0","v32861025","11.2","299","","","","0"
"2017/2018","Saskatchewan","2016A000247","Secure custody","Number","223","units","0","v32445490","11.3","5","","","","0"
"2017/2018","Saskatchewan","2016A000247","Open custody","Number","223","units","0","v32445491","11.6","8","","","","0"
"2017/2018","Saskatchewan","2016A000247","Total community sentences","Number","223","units","0","v32445492","11.9","933","","","","0"
"2017/2018","Saskatchewan","2016A000247","Intensive support and supervision","Number","223","units","0","v79960440","11.10","","..","","","0"
"2017/2018","Saskatchewan","2016A000247","Deferred custody and supervision","Number","223","units","0","v79960441","11.11","32","","","","0"
"2017/2018","Saskatchewan","2016A000247","Supervised probation","Number","223","units","0","v32445493","11.12","576","","","","0"
"2017/2018","Saskatchewan","2016A000247","Other community sentences","Number","223","units","0","v32445494","11.13","325","","","","0"
"2017/2018","Alberta","2016A000248","Total correctional services","Number","223","units","0","v32445495","12.1","","..","","","0"
"2017/2018","Alberta","2016A000248","Pre-trial detention","Number","223","units","0","v32445496","12.2","","..","","","0"
"2017/2018","Alberta","2016A000248","Secure custody","Number","223","units","0","v32445497","12.3","","..","","","0"
"2017/2018","Alberta","2016A000248","Open custody","Number","223","units","0","v32445499","12.6","","..","","","0"
"2017/2018","Alberta","2016A000248","Total community sentences","Number","223","units","0","v32445501","12.9","","..","","","0"
"2017/2018","Alberta","2016A000248","Intensive support and supervision","Number","223","units","0","v32445502","12.10","","..","","","0"
"2017/2018","Alberta","2016A000248","Deferred custody and supervision","Number","223","units","0","v32445503","12.11","","..","","","0"
"2017/2018","Alberta","2016A000248","Supervised probation","Number","223","units","0","v32445504","12.12","","..","","","0"
"2017/2018","Alberta","2016A000248","Other community sentences","Number","223","units","0","v32445505","12.13","","..","","","0"
"2017/2018","British Columbia","2016A000259","Total correctional services","Number","223","units","0","v32445506","13.1","1098","","","","0"
"2017/2018","British Columbia","2016A000259","Pre-trial detention","Number","223","units","0","v32860960","13.2","48","","","","0"
"2017/2018","British Columbia","2016A000259","Secure custody","Number","223","units","0","v32445507","13.3","0","","","","0"
"2017/2018","British Columbia","2016A000259","Open custody","Number","223","units","0","v32445508","13.6","6","","","","0"
"2017/2018","British Columbia","2016A000259","Total community sentences","Number","223","units","0","v32445509","13.9","1044","","","","0"
"2017/2018","British Columbia","2016A000259","Intensive support and supervision","Number","223","units","0","v52459796","13.10","25","","","","0"
"2017/2018","British Columbia","2016A000259","Deferred custody and supervision","Number","223","units","0","v52458553","13.11","9","","","","0"
"2017/2018","British Columbia","2016A000259","Supervised probation","Number","223","units","0","v32445510","13.12","144","","","","0"
"2017/2018","British Columbia","2016A000259","Other community sentences","Number","223","units","0","v32445511","13.13","866","","","","0"
"2017/2018","Yukon","2016A000260","Total correctional services","Number","223","units","0","v32445512","14.1","12","","","","0"
"2017/2018","Yukon","2016A000260","Pre-trial detention","Number","223","units","0","v32445513","14.2","10","","","","0"
"2017/2018","Yukon","2016A000260","Secure custody","Number","223","units","0","v32445514","14.3","1","","","","0"
"2017/2018","Yukon","2016A000260","Open custody","Number","223","units","0","v32445516","14.6","1","","","","0"
"2017/2018","Yukon","2016A000260","Total community sentences","Number","223","units","0","v32445518","14.9","0","","","","0"
"2017/2018","Yukon","2016A000260","Intensive support and supervision","Number","223","units","0","v43735731","14.10","0","","","","0"
"2017/2018","Yukon","2016A000260","Deferred custody and supervision","Number","223","units","0","v43735732","14.11","0","","","","0"
"2017/2018","Yukon","2016A000260","Supervised probation","Number","223","units","0","v32445519","14.12","0","","","","0"
"2017/2018","Yukon","2016A000260","Other community sentences","Number","223","units","0","v32445520","14.13","0","","","","0"
"2017/2018","Northwest Territories","2016A000261","Total correctional services","Number","223","units","0","v32445524","16.1","24","","","","0"
"2017/2018","Northwest Territories","2016A000261","Pre-trial detention","Number","223","units","0","v32445525","16.2","5","","","","0"
"2017/2018","Northwest Territories","2016A000261","Secure custody","Number","223","units","0","v32445526","16.3","0","","","","0"
"2017/2018","Northwest Territories","2016A000261","Open custody","Number","223","units","0","v32445528","16.6","1","","","","0"
"2017/2018","Northwest Territories","2016A000261","Total community sentences","Number","223","units","0","v32445530","16.9","18","","","","0"
"2017/2018","Northwest Territories","2016A000261","Intensive support and supervision","Number","223","units","0","v41443611","16.10","0","","","","0"
"2017/2018","Northwest Territories","2016A000261","Deferred custody and supervision","Number","223","units","0","v32445531","16.11","0","","","","0"
"2017/2018","Northwest Territories","2016A000261","Supervised probation","Number","223","units","0","v43735733","16.12","18","","","","0"
"2017/2018","Northwest Territories","2016A000261","Other community sentences","Number","223","units","0","v41443612","16.13","","..","","","0"
"2017/2018","Nunavut","2016A000262","Total correctional services","Number","223","units","0","v32445532","17.1","38","","","","0"
"2017/2018","Nunavut","2016A000262","Pre-trial detention","Number","223","units","0","v32445533","17.2","10","","","","0"
"2017/2018","Nunavut","2016A000262","Secure custody","Number","223","units","0","v32445534","17.3","1","","","","0"
"2017/2018","Nunavut","2016A000262","Open custody","Number","223","units","0","v32445536","17.6","0","","","","0"
"2017/2018","Nunavut","2016A000262","Total community sentences","Number","223","units","0","v43735736","17.9","27","","","","0"
"2017/2018","Nunavut","2016A000262","Intensive support and supervision","Number","223","units","0","v43735737","17.10","","..","","","0"
"2017/2018","Nunavut","2016A000262","Deferred custody and supervision","Number","223","units","0","v43735738","17.11","","..","","","0"
"2017/2018","Nunavut","2016A000262","Supervised probation","Number","223","units","0","v43735739","17.12","27","","","","0"
"2017/2018","Nunavut","2016A000262","Other community sentences","Number","223","units","0","v43735740","17.13","0","","","","0"
"2018/2019","Provinces and territories","2016A000011124","Total correctional services","Number","223","units","0","v32445374","1.1","5178","","","","0"
"2018/2019","Provinces and territories","2016A000011124","Pre-trial detention","Number","223","units","0","v32445375","1.2","1379","","","","0"
"2018/2019","Provinces and territories","2016A000011124","Secure custody","Number","223","units","0","v32445376","1.3","29","","","","0"
"2018/2019","Provinces and territories","2016A000011124","Open custody","Number","223","units","0","v32445379","1.6","40","","","","0"
"2018/2019","Provinces and territories","2016A000011124","Total community sentences","Number","223","units","0","v32445382","1.9","3730","","","","0"
"2018/2019","Provinces and territories","2016A000011124","Intensive support and supervision","Number","223","units","0","v32445383","1.10","23","","","","0"
"2018/2019","Provinces and territories","2016A000011124","Deferred custody and supervision","Number","223","units","0","v32445384","1.11","80","","","","0"
"2018/2019","Provinces and territories","2016A000011124","Supervised probation","Number","223","units","0","v32445385","1.12","2438","","","","0"
"2018/2019","Provinces and territories","2016A000011124","Other community sentences","Number","223","units","0","v32445386","1.13","1189","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Total correctional services","Number","223","units","0","v32445387","2.1","135","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Pre-trial detention","Number","223","units","0","v32860958","2.2","26","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Secure custody","Number","223","units","0","v32445388","2.3","1","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Open custody","Number","223","units","0","v32445391","2.6","0","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Total community sentences","Number","223","units","0","v32445394","2.9","108","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Intensive support and supervision","Number","223","units","0","v41443607","2.10","0","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Deferred custody and supervision","Number","223","units","0","v32445395","2.11","1","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Supervised probation","Number","223","units","0","v32445396","2.12","98","","","","0"
"2018/2019","Newfoundland and Labrador","2016A000210","Other community sentences","Number","223","units","0","v32445397","2.13","9","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Total correctional services","Number","223","units","0","v32445398","3.1","17","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Pre-trial detention","Number","223","units","0","v32860959","3.2","10","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Secure custody","Number","223","units","0","v32445399","3.3","2","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Open custody","Number","223","units","0","v32445400","3.6","5","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Total community sentences","Number","223","units","0","v32445401","3.9","0","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Intensive support and supervision","Number","223","units","0","v79960432","3.10","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Deferred custody and supervision","Number","223","units","0","v79960433","3.11","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Supervised probation","Number","223","units","0","v32445402","3.12","0","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Other community sentences","Number","223","units","0","v32445403","3.13","0","","","","0"
"2018/2019","Nova Scotia","2016A000212","Total correctional services","Number","223","units","0","v32445404","4.1","200","","","","0"
"2018/2019","Nova Scotia","2016A000212","Pre-trial detention","Number","223","units","0","v32445405","4.2","83","","","","0"
"2018/2019","Nova Scotia","2016A000212","Secure custody","Number","223","units","0","v32445406","4.3","4","","","","0"
"2018/2019","Nova Scotia","2016A000212","Open custody","Number","223","units","0","v32445409","4.6","0","","","","0"
"2018/2019","Nova Scotia","2016A000212","Total community sentences","Number","223","units","0","v32445412","4.9","113","","","","0"
"2018/2019","Nova Scotia","2016A000212","Intensive support and supervision","Number","223","units","0","v41551922","4.10","0","","","","0"
"2018/2019","Nova Scotia","2016A000212","Deferred custody and supervision","Number","223","units","0","v41443608","4.11","11","","","","0"
"2018/2019","Nova Scotia","2016A000212","Supervised probation","Number","223","units","0","v32445413","4.12","102","","","","0"
"2018/2019","Nova Scotia","2016A000212","Other community sentences","Number","223","units","0","v32445414","4.13","0","","","","0"
"2018/2019","New Brunswick","2016A000213","Total correctional services","Number","223","units","0","v32445415","5.1","212","","","","0"
"2018/2019","New Brunswick","2016A000213","Pre-trial detention","Number","223","units","0","v32445416","5.2","70","","","","0"
"2018/2019","New Brunswick","2016A000213","Secure custody","Number","223","units","0","v32445417","5.3","1","","","","0"
"2018/2019","New Brunswick","2016A000213","Open custody","Number","223","units","0","v32445420","5.6","2","","","","0"
"2018/2019","New Brunswick","2016A000213","Total community sentences","Number","223","units","0","v32445423","5.9","139","","","","0"
"2018/2019","New Brunswick","2016A000213","Intensive support and supervision","Number","223","units","0","v32445424","5.10","","..","","","0"
"2018/2019","New Brunswick","2016A000213","Deferred custody and supervision","Number","223","units","0","v32445425","5.11","2","","","","0"
"2018/2019","New Brunswick","2016A000213","Supervised probation","Number","223","units","0","v32445426","5.12","124","","","","0"
"2018/2019","New Brunswick","2016A000213","Other community sentences","Number","223","units","0","v32445427","5.13","13","","","","0"
"2018/2019","Quebec","2016A000224","Total correctional services","Number","223","units","0","v32445428","6.1","","..","","","0"
"2018/2019","Quebec","2016A000224","Pre-trial detention","Number","223","units","0","v32445429","6.2","","..","","","0"
"2018/2019","Quebec","2016A000224","Secure custody","Number","223","units","0","v32445430","6.3","","..","","","0"
"2018/2019","Quebec","2016A000224","Open custody","Number","223","units","0","v32445432","6.6","","..","","","0"
"2018/2019","Quebec","2016A000224","Total community sentences","Number","223","units","0","v32445434","6.9","","..","","","0"
"2018/2019","Quebec","2016A000224","Intensive support and supervision","Number","223","units","0","v32445435","6.10","","..","","","0"
"2018/2019","Quebec","2016A000224","Deferred custody and supervision","Number","223","units","0","v32445436","6.11","","..","","","0"
"2018/2019","Quebec","2016A000224","Supervised probation","Number","223","units","0","v32445437","6.12","","..","","","0"
"2018/2019","Quebec","2016A000224","Other community sentences","Number","223","units","0","v32445438","6.13","","..","","","0"
"2018/2019","Ontario","2016A000235","Total correctional services","Number","223","units","0","v32445439","7.1","2525","","","","0"
"2018/2019","Ontario","2016A000235","Pre-trial detention","Number","223","units","0","v32445440","7.2","914","","","","0"
"2018/2019","Ontario","2016A000235","Secure custody","Number","223","units","0","v32445441","7.3","17","","","","0"
"2018/2019","Ontario","2016A000235","Open custody","Number","223","units","0","v32445444","7.6","28","","","","0"
"2018/2019","Ontario","2016A000235","Total community sentences","Number","223","units","0","v32445447","7.9","1566","","","","0"
"2018/2019","Ontario","2016A000235","Intensive support and supervision","Number","223","units","0","v32445448","7.10","0","","","","0"
"2018/2019","Ontario","2016A000235","Deferred custody and supervision","Number","223","units","0","v32445449","7.11","49","","","","0"
"2018/2019","Ontario","2016A000235","Supervised probation","Number","223","units","0","v32445450","7.12","1507","","","","0"
"2018/2019","Ontario","2016A000235","Other community sentences","Number","223","units","0","v32445451","7.13","10","","","","0"
"2018/2019","Manitoba","2016A000246","Total correctional services","Number","223","units","0","v32445476","10.1","","..","","","0"
"2018/2019","Manitoba","2016A000246","Pre-trial detention","Number","223","units","0","v32445477","10.2","","..","","","0"
"2018/2019","Manitoba","2016A000246","Secure custody","Number","223","units","0","v32445478","10.3","","..","","","0"
"2018/2019","Manitoba","2016A000246","Open custody","Number","223","units","0","v32445481","10.6","","..","","","0"
"2018/2019","Manitoba","2016A000246","Total community sentences","Number","223","units","0","v32445484","10.9","","..","","","0"
"2018/2019","Manitoba","2016A000246","Intensive support and supervision","Number","223","units","0","v32445485","10.10","","..","","","0"
"2018/2019","Manitoba","2016A000246","Deferred custody and supervision","Number","223","units","0","v32445486","10.11","","..","","","0"
"2018/2019","Manitoba","2016A000246","Supervised probation","Number","223","units","0","v32445487","10.12","","..","","","0"
"2018/2019","Manitoba","2016A000246","Other community sentences","Number","223","units","0","v32445488","10.13","","..","","","0"
"2018/2019","Saskatchewan","2016A000247","Total correctional services","Number","223","units","0","v32445489","11.1","959","","","","0"
"2018/2019","Saskatchewan","2016A000247","Pre-trial detention","Number","223","units","0","v32861025","11.2","213","","","","0"
"2018/2019","Saskatchewan","2016A000247","Secure custody","Number","223","units","0","v32445490","11.3","3","","","","0"
"2018/2019","Saskatchewan","2016A000247","Open custody","Number","223","units","0","v32445491","11.6","5","","","","0"
"2018/2019","Saskatchewan","2016A000247","Total community sentences","Number","223","units","0","v32445492","11.9","738","","","","0"
"2018/2019","Saskatchewan","2016A000247","Intensive support and supervision","Number","223","units","0","v79960440","11.10","","..","","","0"
"2018/2019","Saskatchewan","2016A000247","Deferred custody and supervision","Number","223","units","0","v79960441","11.11","16","","","","0"
"2018/2019","Saskatchewan","2016A000247","Supervised probation","Number","223","units","0","v32445493","11.12","416","","","","0"
"2018/2019","Saskatchewan","2016A000247","Other community sentences","Number","223","units","0","v32445494","11.13","306","","","","0"
"2018/2019","Alberta","2016A000248","Total correctional services","Number","223","units","0","v32445495","12.1","","..","","","0"
"2018/2019","Alberta","2016A000248","Pre-trial detention","Number","223","units","0","v32445496","12.2","","..","","","0"
"2018/2019","Alberta","2016A000248","Secure custody","Number","223","units","0","v32445497","12.3","","..","","","0"
"2018/2019","Alberta","2016A000248","Open custody","Number","223","units","0","v32445499","12.6","","..","","","0"
"2018/2019","Alberta","2016A000248","Total community sentences","Number","223","units","0","v32445501","12.9","","..","","","0"
"2018/2019","Alberta","2016A000248","Intensive support and supervision","Number","223","units","0","v32445502","12.10","","..","","","0"
"2018/2019","Alberta","2016A000248","Deferred custody and supervision","Number","223","units","0","v32445503","12.11","","..","","","0"
"2018/2019","Alberta","2016A000248","Supervised probation","Number","223","units","0","v32445504","12.12","","..","","","0"
"2018/2019","Alberta","2016A000248","Other community sentences","Number","223","units","0","v32445505","12.13","","..","","","0"
"2018/2019","British Columbia","2016A000259","Total correctional services","Number","223","units","0","v32445506","13.1","1067","","","","0"
"2018/2019","British Columbia","2016A000259","Pre-trial detention","Number","223","units","0","v32860960","13.2","43","","","","0"
"2018/2019","British Columbia","2016A000259","Secure custody","Number","223","units","0","v32445507","13.3","0","","","","0"
"2018/2019","British Columbia","2016A000259","Open custody","Number","223","units","0","v32445508","13.6","0","","","","0"
"2018/2019","British Columbia","2016A000259","Total community sentences","Number","223","units","0","v32445509","13.9","1024","","","","0"
"2018/2019","British Columbia","2016A000259","Intensive support and supervision","Number","223","units","0","v52459796","13.10","23","","","","0"
"2018/2019","British Columbia","2016A000259","Deferred custody and supervision","Number","223","units","0","v52458553","13.11","1","","","","0"
"2018/2019","British Columbia","2016A000259","Supervised probation","Number","223","units","0","v32445510","13.12","150","","","","0"
"2018/2019","British Columbia","2016A000259","Other community sentences","Number","223","units","0","v32445511","13.13","850","","","","0"
"2018/2019","Yukon","2016A000260","Total correctional services","Number","223","units","0","v32445512","14.1","0","","","","0"
"2018/2019","Yukon","2016A000260","Pre-trial detention","Number","223","units","0","v32445513","14.2","0","","","","0"
"2018/2019","Yukon","2016A000260","Secure custody","Number","223","units","0","v32445514","14.3","0","","","","0"
"2018/2019","Yukon","2016A000260","Open custody","Number","223","units","0","v32445516","14.6","0","","","","0"
"2018/2019","Yukon","2016A000260","Total community sentences","Number","223","units","0","v32445518","14.9","0","","","","0"
"2018/2019","Yukon","2016A000260","Intensive support and supervision","Number","223","units","0","v43735731","14.10","0","","","","0"
"2018/2019","Yukon","2016A000260","Deferred custody and supervision","Number","223","units","0","v43735732","14.11","0","","","","0"
"2018/2019","Yukon","2016A000260","Supervised probation","Number","223","units","0","v32445519","14.12","0","","","","0"
"2018/2019","Yukon","2016A000260","Other community sentences","Number","223","units","0","v32445520","14.13","0","","","","0"
